Actual,Predicted
27404.0,26388.90959305587
11.0,10.592897780905622
49598.0,48934.41362416825
2.0,1.4890787194526636
65330.0,63894.89714565482
3.0,3.7616994448971734
54289.0,53136.07795034522
1437.0,1185.5830526811394
52069.0,53136.07795034522
19.0,53.62833531312892
24111.0,25753.81265675064
43599.0,48444.445385430605
60907.0,69888.40724232173
-1.0,-1.0
87096.0,87288.98781371192
51886.0,50767.10323780939
79431.0,77312.83040446429
20435.0,20486.444477592664
24.0,28.550979170102437
4.0,10.592897780905622
47256.0,44379.04235023812
1.0,0.1295466301512582
1846.0,1679.4530025093118
2686.0,2514.3183725099807
23297.0,22321.337261825087
0.0,0.1295466301512582
52928.0,53088.96578472697
3.0,10.736679625925078
11.0,10.592897780905622
52419.0,53136.07795034522
2.0,1.4890787194526636
1.0,1.4890787194526636
20.0,14.86032161155813
64241.0,65026.0486523077
40000.0,39501.93849579739
19.0,19.0436984315029
53442.0,53136.07795034522
15.0,10.592897780905622
55957.0,54019.12162358892
2.0,1.4890787194526636
18.0,10.592897780905622
152542.0,149492.8663428343
46737.0,45256.66684459975
51042.0,50671.790232026644
63683.0,62803.75922085164
-1.0,-1.0
54121.0,54904.45622280826
21584.0,20939.852029221678
45485.0,44635.53178040601
73770.0,86722.0153794986
14.0,58.56626706022513
13.0,29.018625766666442
24427.0,24039.36398773201
46896.0,44604.27669097097
12.0,15.516595617502887
64.0,59.45179953547643
18735.0,18307.915336952075
2652.0,2626.5046402568555
39972.0,39501.93849579739
95412.0,84318.46806448139
8.0,15.516595617502887
4.0,15.516595617502887
73793.0,71723.24530949877
0.0,0.1295466301512582
390.0,244.08673002864205
11.0,11.7539619840301
125956.0,145011.7041692492
37492.0,37190.96960761789
33502.0,33030.067563803124
31.0,14.86032161155813
4.0,10.592897780905622
3.0,3.7616994448971734
46251.0,46190.266622997995
22143.0,22381.718069555172
-1.0,-1.0
7854.0,5973.754901830758
20212.0,20207.74670944306
32126.0,31139.695241747108
17.0,41.305875632892736
51745.0,50976.920175441875
37136.0,29613.50535125891
6.0,3.7616994448971734
541.0,374.53247293680147
34206.0,33030.067563803124
40.0,10.790495191548036
26.0,26.977266895914685
-1.0,-1.0
0.0,0.1295466301512582
-1.0,-1.0
-1.0,-1.0
2625.0,2626.5046402568555
6039.0,5878.861038265805
8.0,16.202135096717207
2.0,1.4890787194526636
41890.0,41589.656209494635
21171.0,20526.193920089005
71356.0,70463.92982741853
3.0,3.7616994448971734
4.0,15.516595617502887
-1.0,-1.0
24592.0,24818.252798314716
77925.0,73390.97499105493
0.0,0.1295466301512582
8.0,10.592897780905622
-1.0,-1.0
27769.0,26843.683403951014
117442.0,115609.82789323943
73460.0,75938.89848604942
40.0,15.195847649738367
25896.0,25628.68545028419
-1.0,-1.0
-1.0,-1.0
10.0,15.516595617502887
4.0,54.122914829336445
13791.0,12133.123083423034
172860.0,158643.61089853206
5.0,6.44283984295218
13.0,10.592897780905622
13.0,10.592897780905622
52531.0,51561.53562585854
18815.0,18886.71466100394
-1.0,-1.0
9.0,15.174131454103744
4.0,15.516595617502887
3.0,3.7616994448971734
-1.0,-1.0
52180.0,54518.8861581629
24412.0,24039.36398773201
102.0,11993.691356439145
21550.0,20931.239575253006
42571.0,41736.84984493072
42194.0,41736.84984493072
17.0,54.122914829336445
-1.0,-1.0
102271.0,100781.18370769465
62407.0,62803.75922085164
72.0,29.018625766666442
-1.0,-1.0
11.0,10.592897780905622
106247.0,103143.36519603457
4780.0,4805.103381691224
8.0,15.516595617502887
5359.0,5590.177104005654
3.0,3.7616994448971734
4.0,6.44283984295218
-1.0,-1.0
1413.0,1652.7097260592534
-1.0,-1.0
55.0,59.72127165712179
3.0,3.7616994448971734
-1.0,-1.0
-1.0,-1.0
27084.0,32794.45080684266
18005.0,17099.151800321062
0.0,0.1295466301512582
5.0,3.7616994448971734
24921.0,24103.87022810602
-1.0,-1.0
80084.0,77676.29033518242
7.0,169.38400658602478
1636.0,1717.1229859807465
79.0,14.86032161155813
1929.0,1618.9767367828752
29.0,53.96366087588893
95234.0,94990.17671769545
1582.0,1616.2198537724535
12.0,15.516595617502887
42714.0,42658.494008712674
79599.0,86083.00728546696
19.0,51.815159841705736
61.0,61.134276606388795
22.0,10.592897780905622
24731.0,23913.556542144168
55.0,59.72127165712179
27546.0,25934.01583170028
12.0,6.0251944510497575
44119.0,42843.36500941837
21161.0,20893.52833554768
12.0,10.592897780905622
58290.0,55298.89078255662
18.0,10.592897780905622
43206.0,41784.22487258683
3.0,3.0002210552027355
1.0,1.4890787194526636
0.0,0.1295466301512582
10.0,14.952365693281886
13.0,10.592897780905622
18.0,10.592897780905622
52.0,59.72127165712179
863.0,554.9517278774844
75.0,80.87751556794588
6.0,28.550979170102437
-1.0,-1.0
41178.0,39887.59457961339
0.0,1.4890787194526636
-1.0,-1.0
4.0,6.44283984295218
43454.0,44049.93193087818
-1.0,-1.0
158678.0,151027.43739255462
19925.0,18084.25394460094
-1.0,-1.0
3.0,3.7616994448971734
11.0,10.592897780905622
12.0,10.592897780905622
17.0,54.122914829336445
12.0,16.00479732366715
4.0,10.592897780905622
14.0,10.736679625925078
59542.0,63894.89714565482
2.0,1.4890787194526636
59.0,15.516595617502887
0.0,0.1295466301512582
6163.0,5878.861038265805
90441.0,90261.54041128936
52430.0,62270.370586244266
-1.0,-1.0
18.0,82.30278607720935
8.0,10.592897780905622
7553.0,5875.920018055837
6107.0,5878.861038265805
-1.0,-1.0
3.0,3.7616994448971734
10.0,14.86032161155813
9.0,29.10998324990041
19443.0,20902.14078951635
10.0,15.516595617502887
17.0,15.516595617502887
0.0,0.1295466301512582
72463.0,64085.21090826612
3.0,3.7616994448971734
67488.0,66169.5089164692
-1.0,-1.0
7.0,10.592897780905622
43720.0,42658.494008712674
-1.0,-1.0
4.0,3.7616994448971734
25.0,10.736679625925078
9.0,10.592897780905622
-1.0,-1.0
17772.0,17951.555395795243
16.0,10.592897780905622
-1.0,-1.0
86539.0,85567.6596947857
22849.0,23773.967191710784
43475.0,42110.56959591487
77328.0,74357.65879517994
2.0,1.4890787194526636
4.0,10.592897780905622
0.0,0.1295466301512582
0.0,0.1295466301512582
53087.0,51938.25999841964
5223.0,5970.4980727896445
60475.0,61035.11867940957
166956.0,152665.74269293837
76356.0,82646.5711163237
26036.0,25759.38181277474
117952.0,115707.85166925396
3.0,3.7616994448971734
18.0,16.207898629128053
18.0,15.835790193820102
304.0,234.98210921520277
46491.0,45055.5474871555
0.0,0.1295466301512582
21140.0,22313.924840124862
4.0,6.44283984295218
39771.0,39108.69086440133
-1.0,-1.0
40263.0,37874.57048276164
66.0,59.45179953547643
1125.0,1182.48250138763
-1.0,-1.0
4.0,14.809618597829344
-1.0,-1.0
24.0,11.450314204743488
11.0,10.592897780905622
5.0,15.516595617502887
55591.0,54989.192076892105
-1.0,-1.0
34332.0,33041.252226224846
4.0,844.5335944054515
9.0,10.592897780905622
92.0,16.921111351889394
73700.0,73820.53020697391
52248.0,50860.89012203342
-1.0,-1.0
40407.0,39581.46192963896
21753.0,21183.867338949698
-1.0,-1.0
90706.0,91038.1773699163
-1.0,-1.0
52145.0,50860.89012203342
77.0,28.886505208282674
2.0,1.4890787194526636
4.0,15.516595617502887
65.0,80.87751556794588
82721.0,66455.58807292393
59632.0,55930.44388472877
4.0,3.7616994448971734
34290.0,33230.67468885957
-1.0,-1.0
4.0,6.44283984295218
67.0,77.16104311491921
31900.0,31084.432078160244
79486.0,74387.09969322811
-1.0,-1.0
8.0,15.516595617502887
-1.0,-1.0
22245.0,22139.90470599207
43.0,15.516595617502887
7.0,14.86032161155813
172903.0,172865.89265132247
11.0,10.592897780905622
8.0,15.516595617502887
-1.0,-1.0
64432.0,63894.89714565482
17.0,41.193700720733325
-1.0,-1.0
10.0,14.809618597829344
94749.0,94990.17671769545
4.0,29.018625766666442
24384.0,25753.81265675064
-1.0,-1.0
6.0,15.299422457785624
13.0,29.018625766666442
1.0,0.1295466301512582
16.0,14.517857448158985
9.0,14.86032161155813
44387.0,42774.9510848552
44926.0,44129.38103383134
135957.0,129378.3354383354
18.0,16.207898629128053
60492.0,60856.39317063682
37308.0,37171.68077886541
2646.0,2626.5046402568555
66225.0,65995.38889287246
6.0,29.018625766666442
20445.0,20238.20011544861
39014.0,38339.80873805238
47.0,79.99414573785204
18887.0,17696.51957513375
1.0,1.4890787194526636
41828.0,41784.22487258683
17278.0,15899.98833489216
-1.0,-1.0
-1.0,-1.0
5.0,3.7616994448971734
3.0,3.7616994448971734
30897.0,31000.14856036568
44985.0,44129.38103383134
6016.0,5878.861038265805
74970.0,72020.47286019693
48016.0,48007.99190381085
22.0,29.018625766666442
-1.0,-1.0
27285.0,25626.330195136798
